year,immig_status,age,total_pop,medicaid,medicaid_rate
2012,Native-born,3,4037800,1767620,0.4377680915349943
2012,Native-born,4,4137706,1801239,0.4353230993212181
2012,Native-born,5,4129451,1751472,0.42414161107614545
2012,Native-born,6,4003352,1622592,0.4053083516013581
2012,Native-born,7,4001060,1569021,0.3921513298975771
2012,Native-born,8,3966936,1504029,0.3791412314189087
2012,Native-born,9,3882426,1444065,0.37194913695715
2012,Native-born,10,3967588,1408832,0.35508525582797407
2012,Native-born,11,3973941,1399891,0.35226768590676105
2012,Native-born,12,4011231,1374637,0.34269704237925963
2012,Native-born,13,3968403,1308200,0.32965401951364315
2012,Native-born,14,3908281,1228057,0.3142192181166093
2012,Native-born,15,3887364,1210012,0.3112679954848581
2012,Native-born,16,3904263,1161761,0.2975621775479777
2012,Native-born,17,3889173,1123717,0.28893469125698445
2012,Native-born,18,4215944,975721,0.23143594886459593
2012,Native-born,19,3961274,515908,0.13023789821153497
2012,Native-born,20,4425884,577108,0.13039383770564253
2012,Native-born,21,4282988,487965,0.11393097529108183
2012,Native-born,22,4006251,468777,0.11701139044957493
2012,Native-born,23,3791152,461910,0.12183895554702107
2012,Native-born,24,3569139,457185,0.12809391844923945
2012,Native-born,25,3735501,458659,0.12278379794303361
2012,Native-born,26,3613478,457428,0.1265893966975861
2012,Native-born,27,3507689,454971,0.12970676704804787
2012,Native-born,28,3410180,461028,0.1351916907611915
2012,Native-born,29,3372748,454005,0.1346098196485477
2012,Native-born,30,3605888,475039,0.13173980999964502
2012,Native-born,31,3399555,445475,0.13103920954360204
2012,Native-born,32,3398418,457812,0.1347132695271741
2012,Native-born,33,3118110,401684,0.12882290874921026
2012,Native-born,34,3113933,387546,0.12445547158529101
2012,Native-born,35,3172206,386085,0.12170867844017697
2012,Native-born,36,3017820,352004,0.11664181428978534
2012,Native-born,37,2996058,336942,0.11246177477205048
2012,Native-born,38,2952302,338952,0.11480939280602052
2012,Native-born,39,2984492,323841,0.10850791357457149
2012,Native-born,40,3416056,371174,0.10865571290400391
2012,Native-born,41,3435487,337637,0.098279225041457
2012,Native-born,42,3445483,335476,0.0973669003736196
2012,Native-born,43,3274098,329487,0.10063443427777666
2012,Native-born,44,3226240,311733,0.0966242437016465
2012,Native-born,45,3369222,314592,0.09337229781830939
2012,Native-born,46,3334532,323877,0.09712817270909381
2012,Native-born,47,3528579,342567,0.09708355686524235
2012,Native-born,48,3733799,356704,0.0955337981503557
2012,Native-born,49,3722222,353958,0.0950931997070567
2012,Native-born,50,3987004,373984,0.09380075866490227
2012,Native-born,51,3754663,365206,0.09726731799897886
2012,Native-born,52,3728168,364140,0.09767263707000329
2012,Native-born,53,3739912,377553,0.10095237535000824
2012,Native-born,54,3823630,388224,0.10153283659768335
2012,Native-born,55,3794926,367502,0.09684035999647951
2012,Native-born,56,3655998,359788,0.09841033829887215
2012,Native-born,57,3532588,339011,0.09596675298676212
2012,Native-born,58,3440827,342591,0.09956647050258557
2012,Native-born,59,3304872,319268,0.09660525430334367
2012,Native-born,60,3402187,329413,0.09682389592341632
2012,Native-born,61,3118707,310337,0.09950822568455453
2012,Native-born,62,3063690,288819,0.09427161364237244
2012,Native-born,63,3006846,275040,0.09147126257879519
2012,Native-born,64,2974265,271465,0.0912712888730493
2012,Native-born,65,3116920,329094,0.10558307560027207
2012,Native-born,66,2334403,263390,0.11282970421131228
2012,Native-born,67,2199984,256657,0.1166631211863359
2012,Native-born,68,2218786,256089,0.11541852166004292
2012,Native-born,69,2261207,269152,0.11903023473746543
2012,Native-born,70,2061676,243071,0.11789970878062314
2012,Native-born,71,1793510,221416,0.12345400917753456
2012,Native-born,72,1715914,216775,0.12633208890422248
2012,Native-born,73,1625696,212199,0.13052809381335748
2012,Native-born,74,1538030,203690,0.1324356481993199
2012,Native-born,75,1461189,197715,0.1353110377918257
2012,Native-born,76,1372567,192600,0.14032101893750906
2012,Native-born,77,1312142,187754,0.14308969608472255
2012,Native-born,78,1207319,174529,0.14455914302682224
2012,Native-born,79,1145053,161402,0.140955920817639
2012,Native-born,80,1148228,181680,0.15822641496288192
2012,Native-born,81,1070681,160067,0.1495001779241436
2012,Native-born,82,1029740,155063,0.15058461359178044
2012,Native-born,83,949601,155914,0.16418895936293243
2012,Native-born,84,893667,157203,0.17590780458492927
2012,Native-born,85,834132,127690,0.15308128689464018
2012,Native-born,86,735398,123450,0.16786828356889738
2012,Native-born,87,668064,115986,0.17361510274464723
2012,Native-born,88,585633,106979,0.18267242453891772
2012,Native-born,89,459666,94490,0.2055622995827405
2012,Native-born,90,264557,52426,0.1981652347131242
2012,Native-born,91,66075,14704,0.22253499810821037
2012,Native-born,92,219586,48611,0.2213756796881404
2012,Native-born,93,741363,165166,0.22278694782448005
2012,Native-born,94,586201,147091,0.2509224651612672
2012,Native-born,95,33471,10844,0.3239819545278002
2012,Naturalized citizen,0,3765,1569,0.41673306772908364
2012,Naturalized citizen,1,5012,2969,0.5923782920989625
2012,Naturalized citizen,2,7746,2578,0.33281693777433513
2012,Naturalized citizen,3,12508,3963,0.31683722417652704
2012,Naturalized citizen,4,18224,4314,0.2367208077260755
2012,Naturalized citizen,5,21124,4670,0.22107555387237265
2012,Naturalized citizen,6,27063,5909,0.2183423862838562
2012,Naturalized citizen,7,30943,7056,0.22803218821704424
2012,Naturalized citizen,8,31025,6611,0.21308622078968573
2012,Naturalized citizen,9,33793,8684,0.25697629686621487
2012,Naturalized citizen,10,33845,8763,0.258915644851529
2012,Naturalized citizen,11,40262,11187,0.277855049426258
2012,Naturalized citizen,12,45881,13788,0.3005165536932499
2012,Naturalized citizen,13,51915,18233,0.3512087065395358
2012,Naturalized citizen,14,59318,19227,0.3241343268485114
2012,Naturalized citizen,15,59187,18601,0.31427509419298155
2012,Naturalized citizen,16,68703,20517,0.29863324745644293
2012,Naturalized citizen,17,76320,25569,0.33502358490566037
2012,Naturalized citizen,18,93112,24949,0.2679461293925595
2012,Naturalized citizen,19,92619,14538,0.15696563340135394
2012,Naturalized citizen,20,108484,19056,0.17565723977729436
2012,Naturalized citizen,21,112689,17142,0.1521177754705428
2012,Naturalized citizen,22,126367,17109,0.13539136008609842
2012,Naturalized citizen,23,122703,14348,0.11693275633032607
2012,Naturalized citizen,24,140909,15632,0.11093684576570695
2012,Naturalized citizen,25,166102,18729,0.11275601738690684
2012,Naturalized citizen,26,174394,19537,0.11202793674094293
2012,Naturalized citizen,27,189973,19494,0.10261458207218921
2012,Naturalized citizen,28,212461,20133,0.09476092082782252
2012,Naturalized citizen,29,206584,25697,0.12439007861208999
2012,Naturalized citizen,30,235145,27092,0.11521401688319972
2012,Naturalized citizen,31,226740,24667,0.1087898032989327
2012,Naturalized citizen,32,249618,27885,0.11171069394034085
2012,Naturalized citizen,33,251091,30263,0.12052602442939014
2012,Naturalized citizen,34,271237,33498,0.12350084981031349
2012,Naturalized citizen,35,297229,30150,0.10143693919503144
2012,Naturalized citizen,36,300842,32888,0.10931984230925203
2012,Naturalized citizen,37,341575,32413,0.09489277611066384
2012,Naturalized citizen,38,342838,35035,0.10219112233766385
2012,Naturalized citizen,39,369585,38877,0.10519095742522018
2012,Naturalized citizen,40,396761,44483,0.11211535407966004
2012,Naturalized citizen,41,371914,35328,0.09498970192033643
2012,Naturalized citizen,42,405387,43160,0.10646616689731048
2012,Naturalized citizen,43,405385,43555,0.10744107453408488
2012,Naturalized citizen,44,394761,37688,0.09547042387672541
2012,Naturalized citizen,45,404887,38525,0.09515000481615858
2012,Naturalized citizen,46,409630,41360,0.10096916729731709
2012,Naturalized citizen,47,403707,44231,0.10956213293304302
2012,Naturalized citizen,48,421389,35402,0.08401263440668835
2012,Naturalized citizen,49,414051,40460,0.09771743094449717
2012,Naturalized citizen,50,439652,41612,0.094647584908063645
2012,Naturalized citizen,51,387565,36889,0.09518145343361759
2012,Naturalized citizen,52,396815,36945,0.0931038393205902
2012,Naturalized citizen,53,385188,34146,0.08864762142122808
2012,Naturalized citizen,54,380416,39008,0.10254037685060566
2012,Naturalized citizen,55,390631,39696,0.10162019911374161
2012,Naturalized citizen,56,360219,41823,0.11610436984167964
2012,Naturalized citizen,57,364279,39012,0.10709373859047598
2012,Naturalized citizen,58,345333,38255,0.1107771339547625
2012,Naturalized citizen,59,332634,39689,0.1193173277536271
2012,Naturalized citizen,60,344039,45877,0.1333482541223524
2012,Naturalized citizen,61,315288,41864,0.13278018827230975
2012,Naturalized citizen,62,325604,42512,0.13056350659082813
2012,Naturalized citizen,63,301717,42889,0.14214976285724704
2012,Naturalized citizen,64,298539,43429,0.14547178090634724
2012,Naturalized citizen,65,298260,50130,0.16807483403741702
2012,Naturalized citizen,66,253645,49824,0.19643202113189695
2012,Naturalized citizen,67,224435,43270,0.19279524138391962
2012,Naturalized citizen,68,229692,47601,0.20723838879891332
2012,Naturalized citizen,69,207075,47313,0.2284824339007606
2012,Naturalized citizen,70,221316,49413,0.22326899094507402
2012,Naturalized citizen,71,197850,49671,0.2510538286580743
2012,Naturalized citizen,72,199815,51784,0.25915972274353777
2012,Naturalized citizen,73,187874,50923,0.2710486815631753
2012,Naturalized citizen,74,182435,52178,0.2860087154328939
2012,Naturalized citizen,75,177490,54773,0.3085976674742239
2012,Naturalized citizen,76,153784,50181,0.3263083285647402
2012,Naturalized citizen,77,140122,44906,0.32047786928533706
2012,Naturalized citizen,78,132505,43972,0.33185162824044373
2012,Naturalized citizen,79,115652,36911,0.319155743091343
2012,Naturalized citizen,80,126765,46794,0.3691397467755295
2012,Naturalized citizen,81,108522,36882,0.33985735611212475
2012,Naturalized citizen,82,108077,41037,0.37970150910924616
2012,Naturalized citizen,83,100312,37113,0.3699756758912194
2012,Naturalized citizen,84,88623,34107,0.3848549473612945
2012,Naturalized citizen,85,84769,34605,0.4082270641390131
2012,Naturalized citizen,86,75000,27711,0.36948
2012,Naturalized citizen,87,67488,25401,0.3763780227596017
2012,Naturalized citizen,88,55104,18289,0.3318996806039489
2012,Naturalized citizen,89,47370,16972,0.35828583491661387
2012,Naturalized citizen,90,27447,9927,0.3616788720078697
2012,Naturalized citizen,91,2687,769,0.2861927800521027
2012,Naturalized citizen,92,13531,5752,0.42509792328726625
2012,Naturalized citizen,93,83660,40174,0.48020559407124075
2012,Naturalized citizen,94,55082,19527,0.3545078246977234
2012,Naturalized citizen,95,2134,1165,0.5459231490159325
2012,Undocumented,0,5974.7905,848.5705,0.14202514715787942
2012,Undocumented,1,10373.05615625,554.19325,0.05342622672162881
2012,Undocumented,2,19104.1624778125,141.12636875,0.007387205218438842
2012,Undocumented,3,20231.868220371092,818.481946640625,0.04045508490493778
2012,Undocumented,4,25652.667747050295,1076.06755665625,0.04194758873684718
2012,Undocumented,5,22993.71951898964,693.179186629102,0.030146457429674724
2012,Undocumented,6,30024.093259742403,1219.1887804224807,0.040607014169424444
2012,Undocumented,7,36204.69110533715,335.559822045004,0.009268407264370697
2012,Undocumented,8,42950.41148612217,1943.6083412492774,0.04525237998889213
2012,Undocumented,9,47958.8571011994,4024.2744877231785,0.08391097559375608
2012,Undocumented,10,58968.1720746404,3302.7266108596414,0.05600863134572214
2012,Undocumented,11,64192.1930336128,3941.573341462028,0.06140269019003778
2012,Undocumented,12,80221.65117003815,3889.6371062149838,0.04848612624502695
2012,Undocumented,13,89982.43725076935,3906.257551328609,0.04341133304093973
2012,Undocumented,14,94710.31204061247,5379.336466238062,0.05679779055031899
2012,Undocumented,15,101594.24894941355,3008.4649788513116,0.029612551989525563
2012,Undocumented,16,108344.03670006618,5249.876811337338,0.048455613905828664
2012,Undocumented,17,123856.71908662458,6902.711458357088,0.05573142506325698
2012,Undocumented,18,171003.75531925843,3554.4609857242526,0.020785865076987285
2012,Undocumented,19,197710.0570078293,0,0
2012,Undocumented,20,245322.68745866427,0,0
2012,Undocumented,21,267950.35979034385,0,0
2012,Undocumented,22,273201.3613417445,0,0
2012,Undocumented,23,282041.8786702212,0,0
2012,Undocumented,24,290572.79864339164,0,0
2012,Undocumented,25,349508.4636760793,0,0
2012,Undocumented,26,320772.5336263434,0,0
2012,Undocumented,27,324987.29189516103,0,0
2012,Undocumented,28,347703.4063254338,0,0
2012,Undocumented,29,310866.555303889,0,0
2012,Undocumented,30,396164.5095220559,0,0
2012,Undocumented,31,320102.4090752995,0,0
2012,Undocumented,32,353017.97720051295,0,0
2012,Undocumented,33,332647.60780002363,0,0
2012,Undocumented,34,316696.0956325677,0,0
2012,Undocumented,35,353055.8384094491,0,0
2012,Undocumented,36,328373.0443360033,0,0
2012,Undocumented,37,308058.6111509364,0,0
2012,Undocumented,38,329145.80817343836,0,0
2012,Undocumented,39,304094.9121489372,0,0
2012,Undocumented,40,347765.8055725408,0,0
2012,Undocumented,41,255611.25854471064,0,0
2012,Undocumented,42,281093.4596929862,0,0
2012,Undocumented,43,262214.6497561456,0,0
2012,Undocumented,44,236149.98957073435,0,0
2012,Undocumented,45,249446.94369784038,0,0
2012,Undocumented,46,205549.1707976134,0,0
2012,Undocumented,47,197519.01138269712,0,0
2012,Undocumented,48,190528.17310307795,0,0
2012,Undocumented,49,167102.58897826308,0,0
2012,Undocumented,50,169633.40203375206,0,0
2012,Undocumented,51,148541.63351750758,0,0
2012,Undocumented,52,128040.44567785795,0,0
2012,Undocumented,53,114100.98238683131,0,0
2012,Undocumented,54,114288.29084799286,0,0
2012,Undocumented,55,116586.10446406585,0,0
2012,Undocumented,56,104220.19715229273,0,0
2012,Undocumented,57,89634.43954135923,0,0
2012,Undocumented,58,78545.86148994906,0,0
2012,Undocumented,59,75465.28987753125,0,0
2012,Undocumented,60,78586.61345374865,0,0
2012,Undocumented,61,62654.98406727688,0,0
2012,Undocumented,62,62187.240192069825,0,0
2012,Undocumented,63,45824.018714532685,0,0
2012,Undocumented,64,47106.54407272631,0,0
2012,Undocumented,65,34466.393882211705,0,0
2012,Undocumented,66,23983.8963754846,0,0
2012,Undocumented,67,20566.71175785773,0,0
2012,Undocumented,68,23274.072169101855,0,0
2012,Undocumented,69,19723.47444405165,0,0
2012,Undocumented,70,21734.130563199913,0,0
2012,Undocumented,71,16189.853772808536,0,0
2012,Undocumented,72,15958.842184882798,0,0
2012,Undocumented,73,12063.799494130688,0,0
2012,Undocumented,74,12014.31615735124,0,0
2012,Undocumented,75,12902.943348060913,0,0
2012,Undocumented,76,10062.430845867839,0,0
2012,Undocumented,77,11101.186685381756,0,0
2012,Undocumented,78,8148.38657760406,0,0
2012,Undocumented,79,7407.9456719588225,0,0
2012,Undocumented,80,4673.670869162086,0,0
2012,Undocumented,81,6793.147332316846,0,0
2012,Undocumented,82,5080.418306170643,0,0
2012,Undocumented,83,2823.71410561719,0,0
2012,Undocumented,84,3035.110865395738,0,0
2012,Undocumented,85,3481.5991870602234,0,0
2012,Undocumented,86,2688.894699555811,0,0
2012,Undocumented,87,2539.4776265942273,0,0
2012,Undocumented,88,1585.4727834143032,0,0
2012,Undocumented,89,1336.3458773713503,0,0
2012,Undocumented,90,304.8646782558161,0,0
2012,Undocumented,91,141.25,0,0
2012,Undocumented,92,1458.8579692430772,0,0
2012,Undocumented,93,1372.690816466078,0,0
2012,Undocumented,94,869.6705530978944,0,0
2013,Legal noncitizen,0,10500,6033,0.5745714285714286
2013,Legal noncitizen,1,18974,8644,0.45557078106883103
2013,Legal noncitizen,2,29800,11994,0.40248322147651006
2013,Legal noncitizen,3,28036,14400,0.5136253388500499
2013,Legal noncitizen,4,33548,17188,0.5123405270060808
2013,Legal noncitizen,5,41546,22792,0.5485967361478843
2013,Legal noncitizen,6,40244,27264,0.6774674485637611
2013,Legal noncitizen,7,48949,31509,0.6437108010378149
2013,Legal noncitizen,8,47135,27769,0.58913758353665
2013,Legal noncitizen,9,56086,37257,0.6642834218878152
2013,Legal noncitizen,10,58128,41326,0.7109482521332232
2013,Legal noncitizen,11,60991,40678,0.6669508616025315
2013,Legal noncitizen,12,80548,52469,0.6514004072106073
2013,Legal noncitizen,13,83068,57046,0.6867385756247893
2013,Legal noncitizen,14,90091,56596,0.6282092550865236
2013,Legal noncitizen,15,84974,56466,0.6645091439734507
2013,Legal noncitizen,16,90749,57127,0.6295055592899095
2013,Legal noncitizen,17,96191,57558,0.5983719890634259
2013,Legal noncitizen,18,93023,55262,0.5940681336873677
2013,Legal noncitizen,19,84770,35322,0.4166804293971924
2013,Legal noncitizen,20,101474,36116,0.3559138301436821
2013,Legal noncitizen,21,105281,29674,0.2818552255392711
2013,Legal noncitizen,22,108076,30957,0.28643732188459975
2013,Legal noncitizen,23,125786,31482,0.250282225366893
2013,Legal noncitizen,24,137902,32108,0.23283201113834462
2013,Legal noncitizen,25,180386,43403,0.24061179914184028
2013,Legal noncitizen,26,198633,42690,0.21491897116793282
2013,Legal noncitizen,27,205235,45044,0.21947523570541086
2013,Legal noncitizen,28,220823,44434,0.20121998161423402
2013,Legal noncitizen,29,236845,49396,0.20855833984251304
2013,Legal noncitizen,30,261027,59206,0.22681944779658808
2013,Legal noncitizen,31,257765,52498,0.20366613000213374
2013,Legal noncitizen,32,258294,52822,0.20450339535567996
2013,Legal noncitizen,33,251584,50127,0.19924558000508777
2013,Legal noncitizen,34,250084,54146,0.21651125221925432
2013,Legal noncitizen,35,291561,56489,0.19374676311303637
2013,Legal noncitizen,36,264862,51614,0.19487129146498933
2013,Legal noncitizen,37,259939,53238,0.20480958994225568
2013,Legal noncitizen,38,254934,50539,0.19824346693654044
2013,Legal noncitizen,39,244579,57628,0.23562121032468036
2013,Legal noncitizen,40,271327,59474,0.21919676257799628
2013,Legal noncitizen,41,240491,53471,0.22234096078439525
2013,Legal noncitizen,42,240038,55890,0.23283813396212266
2013,Legal noncitizen,43,231054,50946,0.2204939105144252
2013,Legal noncitizen,44,212744,47940,0.22534125521753845
2013,Legal noncitizen,45,232958,51312,0.22026288000412092
2013,Legal noncitizen,46,186940,43568,0.2330587354231304
2013,Legal noncitizen,47,199696,43909,0.2198792164089416
2013,Legal noncitizen,48,201833,43994,0.21797228401698435
2013,Legal noncitizen,49,187037,39961,0.21365291359463637
2013,Legal noncitizen,50,206151,40711,0.19748145776639453
2013,Legal noncitizen,51,163835,32960,0.2011780144657735
2013,Legal noncitizen,52,166912,36182,0.21677291027607362
2013,Legal noncitizen,53,157133,32326,0.20572381358467032
2013,Legal noncitizen,54,158896,30488,0.1918739301178129
2013,Legal noncitizen,55,162257,34489,0.21255785574736374
2013,Legal noncitizen,56,133887,27023,0.2018343827257314
2013,Legal noncitizen,57,132056,27337,0.20701066214333314
2013,Legal noncitizen,58,122262,28352,0.2318954376666503
2013,Legal noncitizen,59,117067,30537,0.2608506240016401
2013,Legal noncitizen,60,125091,35743,0.2857359842034998
2013,Legal noncitizen,61,104056,27551,0.2647708925962943
2013,Legal noncitizen,62,108797,26512,0.2436831897938362
2013,Legal noncitizen,63,104236,28798,0.276276910088645
2013,Legal noncitizen,64,98781,25282,0.2559399074720847
2013,Legal noncitizen,65,105077,29559,0.28130799318594935
2013,Legal noncitizen,66,100556,29726,0.29561637296630733
2013,Legal noncitizen,67,89650,29965,0.33424428332403794
2013,Legal noncitizen,68,76909,25737,0.33464223952983396
2013,Legal noncitizen,69,71917,22178,0.30838327516442565
2013,Legal noncitizen,70,76332,29402,0.3851857674369858
2013,Legal noncitizen,71,57508,21745,0.37812130486193224
2013,Legal noncitizen,72,71099,28066,0.39474535506828506
2013,Legal noncitizen,73,67334,30069,0.44656488549618323
2013,Legal noncitizen,74,49942,21121,0.42291057626847145
2013,Legal noncitizen,75,59661,28095,0.47091064514506964
2013,Legal noncitizen,76,48668,22797,0.4684186734610011
2013,Legal noncitizen,77,43224,18605,0.43043216731445494
2013,Legal noncitizen,78,43641,19882,0.455580761210788
2013,Legal noncitizen,79,35087,18287,0.5211901843987802
2013,Legal noncitizen,80,34301,17991,0.5245036587854581
2013,Legal noncitizen,81,29344,12927,0.440532988004362
2013,Legal noncitizen,82,26393,13892,0.5263516841586784
2013,Legal noncitizen,83,25744,11891,0.46189403356121816
2013,Legal noncitizen,84,24239,11784,0.4861586699121251
2013,Legal noncitizen,85,22212,13062,0.5880605078336034
2013,Legal noncitizen,86,17771,10359,0.5829159867199369
2013,Legal noncitizen,87,16804,7486,0.44548916924541776
2013,Legal noncitizen,88,12721,6693,0.5261378822419621
2013,Legal noncitizen,89,9748,4966,0.5094378334017234
2013,Legal noncitizen,90,6993,3607,0.5158015158015158
2013,Legal noncitizen,91,4602,1666,0.36201651455888745
2013,Legal noncitizen,92,4594,3261,0.7098389203308664
2013,Legal noncitizen,93,4017,2023,0.5036096589494647
2013,Legal noncitizen,94,21467,13402,0.6243070759770811
2013,Legal noncitizen,95,4642,2639,0.5685049547608789
2013,Native-born,0,3670192,1707970,0.4653625750369463
2013,Native-born,1,3788793,1658523,0.4377444215083801
2013,Native-born,2,3843115,1664353,0.4330739517292613
2013,Native-born,3,4007374,1753483,0.4375641005805797
2013,Native-born,4,4129919,1806875,0.4375085806767639
2013,Native-born,5,4089460,1758866,0.43009737226919936
2013,Native-born,6,4052481,1664759,0.4107999519306815
2013,Native-born,7,4041356,1611174,0.39867163397631883
2013,Native-born,8,3964932,1537040,0.3876586029722578
2013,Native-born,9,3960997,1494612,0.37733227265761626
2013,Native-born,10,3952296,1414415,0.3578717282308815
2013,Native-born,11,3933022,1407851,0.3579565535102524
2013,Native-born,12,4014362,1391619,0.34666006702933116
2013,Native-born,13,3976490,1324813,0.3331614061647332
2013,Native-born,14,3938877,1257858,0.31934432072897934
2013,Native-born,15,3899593,1231151,0.3157126910423729
2013,Native-born,16,3868147,1147177,0.29657016654227464
2013,Native-born,17,3850400,1114681,0.28949745480988986
2013,Native-born,18,4233989,980070,0.23147674686920539
2013,Native-born,19,3887218,529166,0.13612974626069338
2013,Native-born,20,4388275,574573,0.1309336812300961
2013,Native-born,21,4205926,476927,0.1133940540085584
2013,Native-born,22,4098251,479936,0.11710751732873365
2013,Native-born,23,3962203,468678,0.11828722556618124
2013,Native-born,24,3736984,475796,0.1273208555348377
2013,Native-born,25,3828833,482447,0.12600366743600466
2013,Native-born,26,3621402,478181,0.1320430595664331
2013,Native-born,27,3554861,466371,0.13119247137933102
2013,Native-born,28,3535219,469149,0.1327071957918307
2013,Native-born,29,3339376,449858,0.13471319192567713
2013,Native-born,30,3641574,475765,0.13064817576136034
2013,Native-born,31,3405160,452103,0.13276997262977364
2013,Native-born,32,3464495,459996,0.13277432930340496
2013,Native-born,33,3305038,429833,0.13005387532609308
2013,Native-born,34,3180554,428891,0.134847891279318
2013,Native-born,35,3302929,414585,0.12552040930943414
2013,Native-born,36,3097358,382452,0.12347684704189829
2013,Native-born,37,2985709,360160,0.12062796474807157
2013,Native-born,38,3019318,348084,0.1152856373525412
2013,Native-born,39,2927836,320758,0.10955463352455534
2013,Native-born,40,3263431,346834,0.10627894384774797
2013,Native-born,41,3095605,323305,0.1044400044579331
2013,Native-born,42,3463576,355257,0.10256942535691435
2013,Native-born,43,3407428,346617,0.10172393958140862
2013,Native-born,44,3208276,316931,0.0987854536205738
2013,Native-born,45,3278236,324125,0.09887177128187233
2013,Native-born,46,3204571,306480,0.09563838654222359
2013,Native-born,47,3351273,334892,0.0999297878746375
2013,Native-born,48,3514710,343752,0.09780380173613186
2013,Native-born,49,3689868,364640,0.0988219632789032
2013,Native-born,50,3958670,384141,0.09703789404017006
2013,Native-born,51,3693341,363440,0.09840412786146743
2013,Native-born,52,3777462,382981,0.1013857981893663
2013,Native-born,53,3727072,378611,0.10158403164736286
2013,Native-born,54,3696249,386347,0.10452407291824767
2013,Native-born,55,3811830,383369,0.10057347783085814
2013,Native-born,56,3716561,378211,0.10176370036708667
2013,Native-born,57,3600624,376456,0.10455298859308831
2013,Native-born,58,3488171,351017,0.10063067435627439
2013,Native-born,59,3418134,346255,0.10129942243340957
2013,Native-born,60,3473609,348867,0.10043358363016679
2013,Native-born,61,3199812,326806,0.10213287530642426
2013,Native-born,62,3170400,306185,0.09657614181175878
2013,Native-born,63,2983648,281141,0.09422726809596843
2013,Native-born,64,2984454,275065,0.09216593722000742
2013,Native-born,65,3047653,324522,0.10648259496734044
2013,Native-born,66,2965346,308191,0.10393087349671842
2013,Native-born,67,2316238,256557,0.1107645241982905
2013,Native-born,68,2199476,243060,0.11050813921133942
2013,Native-born,69,2173206,240812,0.11080955970119721
2013,Native-born,70,2321994,262658,0.11311743268931788
2013,Native-born,71,1945198,229061,0.11775716405219418
2013,Native-born,72,1758712,210740,0.11982632744872383
2013,Native-born,73,1648194,204003,0.12377365771262364
2013,Native-born,74,1548222,200665,0.12960996549590434
2013,Native-born,75,1530495,192471,0.1257573530132408
2013,Native-born,76,1372295,182575,0.13304355113149868
2013,Native-born,77,1332878,176120,0.13213512414489548
2013,Native-born,78,1270045,170931,0.13458656976721298
2013,Native-born,79,1133157,157712,0.13917930172076773
2013,Native-born,80,1150075,170228,0.1480146946938243
2013,Native-born,81,1072266,161522,0.15063612946787458
2013,Native-born,82,1024402,158499,0.15472343865006122
2013,Native-born,83,950591,150242,0.1580511492324249
2013,Native-born,84,866618,128195,0.14792561428449444
2013,Native-born,85,819735,131071,0.1598943561028869
2013,Native-born,86,747061,128119,0.1714973743777282
2013,Native-born,87,673122,112707,0.16743918635849073
2013,Native-born,88,594628,101503,0.17070000067268948
2013,Native-born,89,465611,88096,0.18920515194013887
2013,Native-born,90,300804,55108,0.18320235103256605
2013,Native-born,91,145037,29108,0.2006936161117508
2013,Native-born,92,206818,48513,0.23456855786246844
2013,Native-born,93,503941,113929,0.22607606842864542
2013,Native-born,94,640857,136119,0.21240151859151105
2013,Native-born,95,184215,55176,0.2995195830958391
2013,Naturalized citizen,0,3452,1090,0.31575898030127464
2013,Naturalized citizen,1,5068,2302,0.4542225730071034
2013,Naturalized citizen,2,5552,1526,0.27485590778097985
2013,Naturalized citizen,3,12788,3944,0.3084141382546137
2013,Naturalized citizen,4,11864,3348,0.28219824679703304
2013,Naturalized citizen,5,19361,5575,0.28795000258251124
2013,Naturalized citizen,6,22786,4911,0.21552707803036952
2013,Naturalized citizen,7,22702,6228,0.274337062813849
2013,Naturalized citizen,8,30851,7174,0.23253703283524035
2013,Naturalized citizen,9,34006,8526,0.2507204610951009
2013,Naturalized citizen,10,43963,9633,0.21911607488115006
2013,Naturalized citizen,11,40346,13845,0.3431566945917811
2013,Naturalized citizen,12,47318,13916,0.2940952702988292
2013,Naturalized citizen,13,51936,13997,0.269504775107825
2013,Naturalized citizen,14,66391,16358,0.24638881776144356
2013,Naturalized citizen,15,68318,23996,0.3512397903919904
2013,Naturalized citizen,16,74783,21466,0.28704384686359197
2013,Naturalized citizen,17,80488,23051,0.28639051784116887
2013,Naturalized citizen,18,98379,23777,0.2416877585663607
2013,Naturalized citizen,19,96455,16943,0.175657042144005
2013,Naturalized citizen,20,109059,16790,0.1539533646925059
2013,Naturalized citizen,21,122783,16411,0.13365856836858522
2013,Naturalized citizen,22,121447,15164,0.1248610504993948
2013,Naturalized citizen,23,133212,16512,0.12395279704531123
2013,Naturalized citizen,24,153839,20461,0.13300268462483505
2013,Naturalized citizen,25,185619,17956,0.09673578674596889
2013,Naturalized citizen,26,178352,21751,0.12195545886785682
2013,Naturalized citizen,27,196701,21186,0.10770662070858816
2013,Naturalized citizen,28,204908,25883,0.1263152243933863
2013,Naturalized citizen,29,213927,23556,0.11011232803713417
2013,Naturalized citizen,30,258895,29627,0.11443635450665328
2013,Naturalized citizen,31,234289,28981,0.12369765545971001
2013,Naturalized citizen,32,254214,36275,0.14269473750462208
2013,Naturalized citizen,33,263618,33599,0.12745336054442413
2013,Naturalized citizen,34,264714,26520,0.10018359436977266
2013,Naturalized citizen,35,308116,39617,0.12857819782159965
2013,Naturalized citizen,36,293646,34250,0.11663703915599055
