year,statefip,n_before,pop_before,n_after,pop_after,pop_change,pct_change
2012,41,1618,218728,1618,226499.9173332305,7771.917333230493,3.5532338489953244
2012,42,2554,370710,2554,388069.82346919784,17359.823469197843,4.682858155754591
2012,44,584,70847,584,73662.97248645546,2815.972486455459,3.9747236812503832
2012,45,1074,140312,1074,147609.74327476227,7297.743274762266,5.201082783199061
2012,46,107,12904,107,13462.048992913118,558.0489929131181,4.324620217863593
2012,47,1383,181314,1383,189923.7196578275,8609.719657827489,4.748513439573055
2012,48,22237,2795035,22237,2905130.1903539347,110095.19035393465,3.938955696581068
2012,49,1053,151534,1053,158497.55492572134,6963.554925721342,4.595374586377541
2012,50,97,9894,97,10197.887178585044,303.88717858504424,3.0714289325353166
2012,51,3892,494563,3892,520374.08768293296,25811.087682932965,5.2189686011555585
2012,53,3855,483100,3855,504298.36945619714,21198.369456197135,4.387987881638819
2012,54,126,12712,126,13364.829962894804,652.8299628948043,5.135540929002551
2012,55,939,150743,939,157357.72460361858,6614.7246036185825,4.388080775637066
2012,56,89,10600,89,11117.216609366846,517.2166093668457,4.879401975158921
2013,1,674,99276,674,104333.05693051312,5057.056930513121,5.093937034643943
2013,2,146,17996,146,18471.35857074872,475.3585707487182,2.6414679414798745
2013,4,4538,545425,4538,563894.3062847949,18469.306284794933,3.3862229059531437
2013,5,605,91843,605,96302.78238192029,4459.7823819202895,4.855876203869962
2013,6,46270,5281854,46270,5446798.669310758,164944.6693107579,3.122855522147297
2013,8,2348,305729,2348,316934.23070099315,11205.230700993154,3.6650859751587697
2013,9,1983,252873,1983,264192.04970562016,11319.049705620157,4.476179625986229
2013,10,296,39437,296,41414.97064989891,1977.9706498989108,5.015520069728709
2013,11,463,59759,463,62205.848657403745,2446.848657403745,4.094527447587384
2013,12,14391,1773936,14391,1833035.1854072316,59099.18540723156,3.3315286124883623
2013,13,4200,594481,4200,621982.2507855827,27501.2507855827,4.626094153653808
2013,15,938,104399,938,107713.61894436374,3314.6189443637413,3.174952771926686
2013,16,464,62496,464,64461.79823094227,1965.7982309422732,3.1454784801303655
2013,17,6891,948278,6891,985627.9070186052,37349.907018605154,3.9387085874190007
2013,18,1468,204254,1468,213990.38086693952,9736.380866939522,4.766800585026252
2013,19,562,97544,562,102036.4756297456,4492.475629745604,4.605588892956619
2013,20,890,125922,890,131573.48143703793,5651.481437037932,4.4880810637044615
2013,21,708,91445,708,95631.75700968465,4186.757009684647,4.578442790403681
2013,22,791,101325,791,106856.06542271166,5531.065422711661,5.458737155402577
2013,23,153,17524,153,18021.90041979178,497.9004197917784,2.841248686326058
2013,24,3280,417606,3280,435851.93425686617,18245.934256866167,4.369174354982008
2013,25,4214,500002,4214,517106.1962118218,17104.196211821807,3.4208255590621253
2013,26,2245,299482,2245,312471.6927904287,12989.6927904287,4.3373868180487305
2013,27,1021,194617,1021,203362.93581300878,8745.935813008778,4.493921812076426
2013,28,324,38953,324,40916.57750834219,1963.5775083421904,5.040889041517189
2013,29,1012,125274,1012,131470.00943437393,6196.009434373933,4.9459659900489585
2013,30,82,8460,82,8871.46669260178,411.46669260177987,4.863672489382741
2013,31,426,71341,426,74457.38366459131,3116.3836645913107,4.368292657225593
2013,32,2312,276754,2312,285830.67683335557,9076.676833355566,3.279691290227266
2013,33,254,32491,254,33873.54613727838,1382.546137278383,4.255166468493992
2013,34,7173,908402,7173,949954.1856700747,41552.18567007466,4.574206757589113
2013,35,1052,143924,1052,148791.61676607173,4867.616766071733,3.382074404596685
2013,36,15364,2021105,15364,2088632.6257128688,67527.62571286876,3.3411240738540924
2013,37,3704,505761,3704,529652.995242664,23891.99524266401,4.723969472273269
2013,38,91,13166,91,13963.631829947717,797.631829947717,6.0582700132744725
2013,39,1868,239512,1868,251288.52295717015,11776.52295717015,4.91688222601379
2013,40,1044,146692,1044,154091.47905105434,7399.479051054339,5.0442280772328
2013,41,1737,245701,1737,253758.6993871771,8057.699387177097,3.27947358259718
2013,42,2748,393406,2748,411943.3037952748,18537.303795274813,4.712003323608387
2013,44,519,67735,519,70116.74517702042,2381.7451770204207,3.516269546055098
2013,45,1096,138968,1096,145467.63603786918,6499.636037869175,4.677073885980352
2013,46,109,15039,109,15869.907820893673,830.9078208936735,5.5250204195337025
2013,47,1487,190481,1487,199304.76714875147,8823.767148751474,4.632360785984678
2013,48,22408,2869826,22408,2979840.416155514,110014.41615551384,3.8334873318282656
2013,49,1027,147823,1027,154800.31419598096,6977.314195980958,4.720046404132617
2013,50,112,11778,112,12178.48047359853,400.4804735985308,3.400241752407292
2013,51,3583,482881,3583,506767.11847006273,23886.118470062735,4.946584866677864
2013,53,3888,504908,3888,527034.1940651233,22126.19406512333,4.382222912911526
2013,54,122,14250,122,15071.552652033422,821.5526520334224,5.765281768655596
2013,55,969,159910,969,167140.9467705848,7230.946770584793,4.521885292092297
2013,56,94,10240,94,10625.904429678252,385.9044296782522,3.7685979460766816
2014,1,726,101594,726,106300.92846565705,4706.928465657053,4.633077214852307
2014,2,150,23582,150,24471.75076101309,889.7507610130888,3.773008061288647
2014,4,4466,556109,4466,573918.9212942948,17809.921294294763,3.202595407428178
2014,5,622,102426,622,107121.12370403096,4695.123704030964,4.583917856824405
2014,6,46136,5338805,46136,5493888.112502845,155083.112502845,2.904828187259977
2014,8,2257,314640,2257,326036.4313597316,11396.431359731592,3.622054207898421
2014,9,2045,257446,2045,269482.06449195213,12036.06449195213,4.675180228844934
2014,10,312,41992,312,44109.949454397974,2117.9494543979745,5.043697500471458
2014,11,470,56897,470,59589.11537710041,2692.11537710041,4.7315594444354
2014,12,14385,1847443,14385,1906423.0505762296,58980.05057622958,3.1925234270410283
2014,13,4341,579056,4341,604214.0963457545,25158.096345754457,4.344674149953452
2014,15,889,100878,889,104184.18143028536,3306.18143028536,3.2774058072972903
2014,16,454,65629,454,67886.9039461321,2257.9039461320936,3.4404058360360414
2014,17,6275,867452,6275,900628.0929821178,33176.092982117785,3.824545102451523
2014,18,1366,196744,1366,205920.53320686007,9176.53320686007,4.664199775779728
2014,19,588,97076,588,101670.81676904099,4594.81676904099,4.733216005028009
2014,20,808,124313,808,129887.53466847313,5574.534668473134,4.484273300839924
2014,21,752,103535,752,107955.7486391767,4420.7486391767015,4.269810826461295
2014,22,843,109327,843,114689.75424007395,5362.754240073948,4.90524229154184
2014,23,203,24150,203,24690.589301052587,540.589301052587,2.238465014710505
2014,24,3503,449346,3503,469631.48389210016,20285.483892100165,4.5144463046516865
2014,25,4363,504501,4363,521776.7963065954,17275.79630659538,3.4243334119447493
2014,26,2294,311646,2294,325308.28313557943,13662.283135579433,4.383910955243909
2014,27,1047,217170,1047,226949.0775705516,9779.077570551599,4.5029596954236775
2014,28,344,39686,344,41613.616021594426,1927.6160215944255,4.857168829296038
2014,29,879,116724,879,122917.30063691495,6193.300636914952,5.305935914563372
2014,30,99,12105,99,12602.658610358149,497.6586103581485,4.111182241703003
2014,31,476,76598,476,79475.6274225345,2877.627422534497,3.756791851659961
2014,32,2352,293215,2352,302874.3537228627,9659.353722862725,3.2942904431433337
2014,33,297,35352,297,37021.95418359441,1669.954183594411,4.723789838182878
2014,34,6967,879211,6967,917925.2355270839,38714.23552708386,4.403292898642517
2014,35,936,136047,936,140249.04722637255,4202.047226372553,3.088673198506805
2014,36,15404,2027905,15404,2095038.431857147,67133.43185714702,3.3104820914760316
2014,37,3674,496782,3674,519560.0262881319,22778.026288131892,4.585115058140571
2014,38,105,17833,105,18532.655365015376,699.6553650153764,3.9233744463375566
2014,39,1906,242783,1906,254822.71353004803,12039.71353004803,4.959043067285613
2014,40,1091,150014,1091,156998.99443391204,6984.994433912041,4.656228374626395
2014,41,1713,227272,1713,234451.41709910383,7179.417099103826,3.158953632257307
2014,42,2688,388663,2688,408025.8591494705,19362.859149470518,4.981914704891003
2014,44,557,66007,557,68483.89000310321,2476.89000310321,3.752465652284167
2014,45,1062,138103,1062,145135.6024977238,7032.602497723798,5.092288000784775
2014,46,104,12450,104,13056.006184884416,606.0061848844161,4.867519557304548
2014,47,1511,208805,1511,218468.248788726,9663.248788725992,4.627881893980504
2014,48,22430,2932128,22430,3044420.6366003356,112292.6366003356,3.8297317375072164
2014,49,1060,155628,1060,162139.97935050752,6511.979350507521,4.184323740270081
2014,50,102,12124,102,12528.052676625675,404.0526766256753,3.3326680685060652
2014,51,3801,523006,3801,549737.9851104603,26731.985110460315,5.111219586478992
2014,53,3894,500140,3894,521607.5831348511,21467.583134851127,4.292314778832153
2014,54,126,14458,126,15015.466840640614,557.4668406406145,3.855767330478728
2014,55,919,148314,919,154167.1221297398,5853.122129739786,3.9464393986675472
2014,56,102,15582,102,16074.765055197286,492.7650551972856,3.162399276070374
2015,1,681,100789,681,105474.2565902873,4685.256590287303,4.6485792996133535
2015,2,174,27795,174,28509.11347434349,714.1134743434886,2.569215593968299
2015,4,4216,527518,4216,544164.2619183494,16646.261918349424,3.1555817845740664
2015,5,629,98267,629,102880.3357186661,4613.3357186661015,4.694694779189454
2015,6,45261,5351411,45261,5498462.759498461,147051.75949846115,2.7479062904804197
2015,8,2357,328997,2357,341307.629788048,12310.629788047983,3.741866882691326
2015,9,2053,262057,2053,273341.5797255334,11284.579725533375,4.30615466312038
2015,10,380,51372,380,53924.13210909605,2552.132109096048,4.9679438392432616
2015,11,430,53205,430,56179.53163417653,2974.5316341765283,5.590699434595486
2015,12,14577,1875361,14577,1941318.5225743814,65957.52257438144,3.5170573865181924
2015,13,4309,595803,4309,623879.6258832569,28076.6258832569,4.712400891445142
2015,15,902,104351,902,108023.38684328376,3672.3868432837626,3.5192636805433226
2015,16,436,63022,436,65743.65568573138,2721.6556857313844,4.318580314384476
2015,17,6634,940348,6634,976512.4000281277,36164.40002812771,3.845852814928911
2015,18,1470,191561,1470,200127.11065222457,8566.110652224568,4.471740412831719
2015,19,518,87865,518,92179.93145770358,4314.931457703584,4.910864915158008
2015,20,922,137204,922,144232.16130387125,7028.161303871253,5.122417206401601
2015,21,754,105312,754,109834.76090922217,4522.760909222168,4.294630155368968
2015,22,827,110792,827,116473.51825382654,5681.518253826536,5.128094315317474
2015,23,167,18019,167,18452.287840643243,433.2878406432428,2.404616463972711
2015,24,3395,456642,3395,477507.8990017108,20865.899001710815,4.569421779361253
2015,25,4415,528672,4415,547206.2271886035,18534.227188603487,3.5058083629553836
2015,26,2193,302753,2193,316369.76811869285,13616.768118692853,4.49764927802296
2015,27,1168,232855,1168,241920.20203962413,9065.202039624128,3.893067376532232
2015,28,411,45491,411,47837.88509917864,2346.8850991786385,5.1590096924196835
2015,29,1039,128353,1039,134585.5618953704,6232.561895370396,4.855797601435413
2015,30,80,9159,80,9569.84664213176,410.84664213176075,4.48571505766744
2015,31,465,75338,465,78323.15196683296,2985.1519668329565,3.9623456513750788
2015,32,2217,295480,2217,305227.1637451376,9747.163745137572,3.298755836312973
2015,33,292,34352,292,35900.3841548313,1548.3841548312994,4.507406133067359
2015,34,6818,874254,6818,912626.2255156788,38372.22551567876,4.3891392565179865
2015,35,881,126819,881,130830.1501065004,4011.1501065003977,3.1628936567079045
2015,36,15323,2012771,15323,2078386.8226889228,65615.82268892275,3.2599745668495204
2015,37,3615,495518,3615,517774.842197639,22256.842197638995,4.4916314236090304
