year,nh_occ_group,status,n,workers,group_total,share
2023,All other occupations,Legal immigrants,122,13864,161107.72892919875,0.08605422031672202
2023,All other occupations,Illegal immigrants,20,2991.728929198749,161107.72892919875,0.018569741806201676
2024,Nursing/psych/home health aides,Native-born citizens,4030,436662,550921.2085216938,0.7926033582401201
2024,Nursing/psych/home health aides,Legal immigrants,766,95474,550921.2085216938,0.1732988284408014
2024,Nursing/psych/home health aides,Illegal immigrants,126,18785.20852169387,550921.2085216938,0.03409781331907856
2024,Registered nurses,Native-born citizens,2299,214024,267435,0.8002841812029091
2024,Registered nurses,Legal immigrants,470,53411,267435,0.19971581879709088
2024,Registered nurses,Illegal immigrants,0,0,267435,0
2024,LPNs/LVNs,Native-born citizens,1417,141542,171922,0.8232919579809449
2024,LPNs/LVNs,Legal immigrants,234,30380,171922,0.17670804201905516
2024,LPNs/LVNs,Illegal immigrants,0,0,171922,0
2024,Personal care aides,Native-born citizens,619,66459,94083.04794393617,0.7063865537137226
2024,Personal care aides,Legal immigrants,139,20335,94083.04794393617,0.21613883100510914
2024,Personal care aides,Illegal immigrants,68,7289.047943936168,94083.04794393617,0.07747461528116831
2024,Other healthcare practitioners,Native-born citizens,1127,106196,127146.22437080015,0.8352273181962335
2024,Other healthcare practitioners,Legal immigrants,181,19688,127146.22437080015,0.15484533730693667
2024,Other healthcare practitioners,Illegal immigrants,10,1262.2243708001474,127146.22437080015,0.009927344496829782
2024,Other healthcare support,Native-born citizens,322,28310,33618.44232856834,0.8420973144238357
2024,Other healthcare support,Legal immigrants,37,5156,33618.44232856834,0.1533682003945354
2024,Other healthcare support,Illegal immigrants,2,152.4423285683395,33618.44232856834,0.004534485181628918
2024,Food preparation & serving,Native-born citizens,1167,110984,128795.27252832697,0.8617086467641147
2024,Food preparation & serving,Legal immigrants,114,14286,128795.27252832697,0.11092022028105082
2024,Food preparation & serving,Illegal immigrants,29,3525.272528326968,128795.27252832697,0.0273711329548344
2024,Building cleaning & maintenance,Native-born citizens,912,86779,106585.73074853266,0.8141708968974223
2024,Building cleaning & maintenance,Legal immigrants,115,13091,106585.73074853266,0.12282131865179544
2024,Building cleaning & maintenance,Illegal immigrants,48,6715.730748532661,106585.73074853266,0.06300778445078226
2024,Office & administrative support,Native-born citizens,869,80686,91449.92854409556,0.8822970261928047
2024,Office & administrative support,Legal immigrants,99,8770,91449.92854409556,0.09589947351102915
2024,Office & administrative support,Illegal immigrants,14,1993.9285440955596,91449.92854409556,0.021803500296166137
2024,Management,Native-born citizens,1023,101684,113294.16329090756,0.8975219644714095
2024,Management,Legal immigrants,112,9180,113294.16329090756,0.0810280047386761
2024,Management,Illegal immigrants,11,2430.163290907558,113294.16329090756,0.02145003078991441
2024,All other occupations,Native-born citizens,1659,149740,168810.69930178774,0.8870290841714097
2024,All other occupations,Legal immigrants,149,17134,168810.69930178774,0.10149830591821112
2024,All other occupations,Illegal immigrants,20,1936.6993017877262,168810.69930178774,0.01147260991037916
2014,All nursing home workers,Native-born citizens,20022,1977848,2356341.1115031764,0.8393725298703781
2014,All nursing home workers,Legal immigrants,2838,324631,2356341.1115031764,0.13776910245092178
2014,All nursing home workers,Illegal immigrants,396,53862.111503176595,2356341.1115031764,0.02285836767870015
2015,All nursing home workers,Native-born citizens,19595,1964051,2362284.0590586495,0.8314203334135261
2015,All nursing home workers,Legal immigrants,2944,349112,2362284.0590586495,0.14778578328091424
2015,All nursing home workers,Illegal immigrants,339,49121.05905864945,2362284.0590586495,0.020793883305559698
2016,All nursing home workers,Native-born citizens,18778,1881291,2248348.3582474394,0.8367435558191009
2016,All nursing home workers,Legal immigrants,2772,327010,2248348.3582474394,0.1454445432356845
2016,All nursing home workers,Illegal immigrants,290,40047.35824743936,2248348.3582474394,0.017811900945214645
2017,All nursing home workers,Native-born citizens,18231,1825658,2204160.0975514357,0.8282783097416982
2017,All nursing home workers,Legal immigrants,2697,325322,2204160.0975514357,0.1475945419579071
2017,All nursing home workers,Illegal immigrants,346,53180.09755143582,2204160.0975514357,0.024127148300394648
2018,All nursing home workers,Native-born citizens,18262,1830769,2197532.1589994975,0.8331022563207998
2018,All nursing home workers,Legal immigrants,2682,323790,2197532.1589994975,0.14734255363408041
2018,All nursing home workers,Illegal immigrants,276,42973.15899949761,2197532.1589994975,0.019555190045119807
2019,All nursing home workers,Native-born citizens,17292,1730301,2092046.2844712653,0.8270854296310699
2019,All nursing home workers,Legal immigrants,2563,317341,2092046.2844712653,0.1516892825725428
2019,All nursing home workers,Illegal immigrants,303,44404.2844712652,2092046.2844712653,0.021225287796387233
2020,All nursing home workers,Native-born citizens,14193,1703094,2044029.7940031937,0.8332040976098115
2020,All nursing home workers,Legal immigrants,2033,299399,2044029.7940031937,0.1464748708058862
2020,All nursing home workers,Illegal immigrants,237,41536.7940031938,2044029.7940031937,0.020321031584302287
2021,All nursing home workers,Native-born citizens,15739,1587797,1918605.4312571438,0.8275787059351826
2021,All nursing home workers,Legal immigrants,2515,295068,1918605.4312571438,0.1537929556504279
2021,All nursing home workers,Illegal immigrants,265,35740.431257143755,1918605.4312571438,0.018628338414389482
2022,All nursing home workers,Native-born citizens,15383,1485296,1800758.6886941832,0.8248167893484161
2022,All nursing home workers,Legal immigrants,2360,281097,1800758.6886941832,0.1560992051654833
2022,All nursing home workers,Illegal immigrants,275,34365.68869418333,1800758.6886941832,0.01908400548610072
2023,All nursing home workers,Native-born citizens,15220,1479761,1789988.1918543933,0.8266875763392585
2023,All nursing home workers,Legal immigrants,2350,274037,1789988.1918543933,0.15309430601109325
2023,All nursing home workers,Illegal immigrants,241,36190.191854393386,1789988.1918543933,0.020218117649648315
2024,All nursing home workers,Native-born citizens,15444,1523066,1854061.717578649,0.8214753508794087
2024,All nursing home workers,Legal immigrants,2416,286905,1854061.717578649,0.15474403968315015
2024,All nursing home workers,Illegal immigrants,328,44090.717578649,1854061.717578649,0.023780609437441057
