year,statefip,n_before,pop_before,n_after,pop_after,pop_change,pct_change
2022,50,11,1437,11,1437,0,0
2022,51,463,52923,463,52923,0,0
2022,53,703,89008,703,90301.36140850124,1293.3614085012377,1.4530844513990178
2022,54,18,2273,18,2273,0,0
2022,55,111,19963,111,19963,0,0
2022,56,5,463,5,463,0,0
2023,1,65,10959,65,10959,0,0
2023,2,26,2897,26,2897,0,0
2023,4,694,98942,694,98942,0,0
2023,5,56,7131,56,7131,0,0
2023,6,13825,1581953,13825,1601978.469442536,20025.46944253589,1.26587006330377
2023,8,319,47703,319,47703,0,0
2023,9,409,53864,409,54219.176340977356,355.1763409773557,0.6593946624412516
2023,10,75,8222,75,8222,0,0
2023,11,70,9363,70,9363,0,0
2023,12,2435,323159,2435,323159,0,0
2023,13,367,42086,367,42086,0,0
2023,15,173,20348,173,20348,0,0
2023,16,81,12648,81,12648,0,0
2023,17,1048,152481,1048,156199.6161060689,3718.61610606889,2.4387406339602244
2023,18,279,38955,279,38955,0,0
2023,19,105,20101,105,20101,0,0
2023,20,68,9513,68,9513,0,0
2023,21,176,29263,176,29263,0,0
2023,22,139,16302,139,16302,0,0
2023,23,47,6794,47,6836.153691366249,42.153691366249404,0.6204546859913072
2023,24,543,74032,543,74032,0,0
2023,25,1590,237160,1590,237160,0,0
2023,26,418,66400,418,66400,0,0
2023,27,178,38547,178,38547,0,0
2023,28,32,2782,32,2782,0,0
2023,29,135,16973,135,16973,0,0
2023,30,8,831,8,831,0,0
2023,31,82,13160,82,13160,0,0
2023,32,283,37783,283,37783,0,0
2023,33,26,3851,26,3851,0,0
2023,34,1150,152975,1150,155657.3489862963,2682.3489862963033,1.7534557844721708
2023,35,196,24820,196,24820,0,0
2023,36,5645,707953,5645,712052.2103135597,4099.210313559743,0.5790229455288335
2023,37,368,47638,368,47638,0,0
2023,38,6,558,6,558,0,0
2023,39,350,45294,350,45294,0,0
2023,40,106,11307,106,11307,0,0
2023,41,368,49290,368,51305.083627479544,2015.0836274795438,4.088219978656003
2023,42,527,92137,527,92137,0,0
2023,44,88,19382,88,19581.409726345926,199.40972634592617,1.028839780961336
2023,45,119,16724,119,16724,0,0
2023,46,11,1169,11,1169,0,0
2023,47,178,25687,178,25687,0,0
2023,48,2175,254318,2175,254318,0,0
2023,49,120,13376,120,13376,0,0
2023,50,12,1380,12,1404.6933375,24.693337500000098,1.7893722826087026
2023,51,463,55282,463,55282,0,0
2023,53,703,92720,703,94818.36176041009,2098.3617604100873,2.2631166527287396
2023,54,16,1171,16,1171,0,0
2023,55,136,24574,136,24574,0,0
2023,56,5,511,5,511,0,0
2024,1,53,8492,53,8492,0,0
2024,2,32,4392,32,4392,0,0
2024,4,640,92907,640,92907,0,0
2024,5,61,7080,61,7080,0,0
2024,6,15576,1843003,15576,1905460.6403146284,62457.64031462837,3.388906057918971
2024,8,361,54917,361,54917,0,0
2024,9,354,49467,354,50280.75020709892,813.7502070989212,1.6450365033232686
2024,10,27,3640,27,3640,0,0
2024,11,60,9342,60,9342,0,0
2024,12,2243,322583,2243,322583,0,0
2024,13,438,56845,438,56845,0,0
2024,15,183,19853,183,19853,0,0
2024,16,50,6638,50,6638,0,0
2024,17,1024,161904,1024,166508.77282455924,4604.772824559244,2.844137775817302
2024,18,382,67007,382,67007,0,0
2024,19,122,23784,122,23784,0,0
2024,20,58,9068,58,9068,0,0
2024,21,218,32638,218,32638,0,0
2024,22,152,19869,152,19869,0,0
2024,23,53,6722,53,6809.695707967969,87.6957079679687,1.3046073782798082
2024,24,514,70358,514,70358,0,0
2024,25,1699,261054,1699,261054,0,0
2024,26,364,55329,364,55329,0,0
2024,27,192,39058,192,39058,0,0
2024,28,28,3431,28,3431,0,0
2024,29,122,15645,122,15645,0,0
2024,30,4,294,4,294,0,0
2024,31,85,13458,85,13458,0,0
2024,32,344,42772,344,42772,0,0
2024,33,14,1936,14,1936,0,0
2024,34,1120,153105,1120,155857.58170567892,2752.5817056789238,1.7978391990326401
2024,35,191,25250,191,25250,0,0
2024,36,5655,743404,5655,747341.0844722539,3937.0844722539186,0.5296022717464419
2024,37,446,61199,446,61199,0,0
2024,38,20,6367,20,6367,0,0
2024,39,294,43628,294,43628,0,0
2024,40,132,19698,132,19698,0,0
2024,41,391,56540,391,59227.368535927126,2687.368535927126,4.75303950464649
2024,42,506,90795,506,90795,0,0
2024,44,130,23480,130,23980.253149696146,500.25314969614556,2.1305500412953386
2024,45,124,17087,124,17087,0,0
2024,46,9,614,9,614,0,0
2024,47,170,22696,170,22696,0,0
2024,48,2308,316976,2308,316976,0,0
2024,49,122,16821,122,16821,0,0
2024,50,3,274,3,291.07550000000003,17.075500000000034,6.2319343065693555
2024,51,500,69440,500,69440,0,0
2024,53,783,105212,783,106608.6535763964,1396.6535763964057,1.3274660460749779
2024,54,21,3056,21,3056,0,0
2024,55,115,30608,115,30608,0,0
2024,56,6,383,6,383,0,0
